"phecode","ICD","flag"
"ID_005.1","011.9",9
"ID_005.1","012.05",9
"ID_005.1","012.12",9
"ID_005.1","016.65",9
"ID_005.1","A15.8",10
"ID_005.1","016.75",9
"ID_005.1","016.95",9
"ID_005.1","012.82",9
"ID_005.1","017.26",9
"ID_005.1","A18.7",10
"ID_005.1","017.36",9
"ID_005.1","A19",10
"ID_005.1","017.46",9
"ID_005.1","017.56",9
"ID_005.1","013.30",9
"ID_005.1","017.66",9
"ID_005.1","017.76",9
"ID_005.1","010.04",9
"ID_005.1","017.86",9
"ID_005.1","010.11",9
"ID_005.1","017.96",9
"ID_005.1","018.05",9
"ID_005.1","018.85",9
"ID_005.1","010.90",9
"ID_005.1","018.95",9
"ID_005.1","014.06",9
"ID_005.1","011.1",9
"ID_005.1","Z86.11",10
"ID_005.1","A17.1",10
"ID_005.1","A18.11",10
"ID_005.1","013.02",9
"ID_005.1",647.34,9
"ID_005.1","015.10",9
"ID_005.1","015.20",9
"ID_005.1","011.24",9
"ID_005.1","015.50",9
"ID_005.1","015.60",9
"ID_005.1","015.70",9
"ID_005.1","011.44",9
"ID_005.1","015.80",9
"ID_005.1","011.51",9
"ID_005.1","015.90",9
"ID_005.1","016.0",9
"ID_005.1","016.1",9
"ID_005.1","016.2",9
"ID_005.1","016.3",9
"ID_005.1","016.4",9
"ID_005.1","011.84",9
"ID_005.1","016.5",9
"ID_005.1","016.6",9
"ID_005.1","012.1",9
"ID_005.1","012.3",9
"ID_005.1","012.33",9
"ID_005.1","012.8",9
"ID_005.1","013.14",9
"ID_005.1","013.24",9
"ID_005.1","013.40",9
"ID_005.1","010.01",9
"ID_005.1","013.50",9
"ID_005.1","010.13",9
"ID_005.1","013.86",9
"ID_005.1","010.85",9
"ID_005.1","013.96",9
"ID_005.1","014.03",9
"ID_005.1","014.81",9
"ID_005.1","011.04",9
"ID_005.1","015.00",9
"ID_005.1","A18.03",10
"ID_005.1","013.04",9
"ID_005.1",137.3,9
"ID_005.1","011.21",9
"ID_005.1","011.41",9
"ID_005.1","011.53",9
"ID_005.1","B90.1",10
"ID_005.1","011.81",9
"ID_005.1","016.64",9
"ID_005.1","016.74",9
"ID_005.1","012.24",9
"ID_005.1","016.94",9
"ID_005.1","017.1",9
"ID_005.1","O98.0",10
"ID_005.1","017.25",9
"ID_005.1","A18.6",10
"ID_005.1","017.35",9
"ID_005.1","A18.89",10
"ID_005.1","017.45",9
"ID_005.1","017.55",9
"ID_005.1","017.65",9
"ID_005.1","010",9
"ID_005.1","017.75",9
"ID_005.1","017.85",9
"ID_005.1","017.95",9
"ID_005.1","010.15",9
"ID_005.1","018.04",9
"ID_005.1","010.82",9
"ID_005.1","018.84",9
"ID_005.1","018.94",9
"ID_005.1","014.00",9
"ID_005.1","011.01",9
"ID_005.1","A15.6",10
"ID_005.1","A18.10",10
"ID_005.1","013.06",9
"ID_005.1","015.1",9
"ID_005.1","011.16",9
"ID_005.1","015.2",9
"ID_005.1","015.5",9
"ID_005.1","015.6",9
"ID_005.1","011.36",9
"ID_005.1","015.7",9
"ID_005.1","015.8",9
"ID_005.1","015.9",9
"ID_005.1","011.55",9
"ID_005.1","016",9
"ID_005.1","016.06",9
"ID_005.1","016.16",9
"ID_005.1","016.26",9
"ID_005.1","016.36",9
"ID_005.1","016.46",9
"ID_005.1","016.56",9
"ID_005.1","011.96",9
"ID_005.1","012.21",9
"ID_005.1","017.04",9
"ID_005.1","A18.53",10
"ID_005.1","013.13",9
"ID_005.1","013.23",9
"ID_005.1","013.4",9
"ID_005.1","013.5",9
"ID_005.1","013.6",9
"ID_005.1","010.8",9
"ID_005.1","013.85",9
"ID_005.1","013.95",9
"ID_005.1","011",9
"ID_005.1","014.80",9
"ID_005.1","015.0",9
"ID_005.1","A15.0",10
"ID_005.1","A18.02",10
"ID_005.1","017.10",9
"ID_005.1","O98.01",10
"ID_005.1","011.13",9
"ID_005.1","011.33",9
"ID_005.1","011.6",9
"ID_005.1","B90",10
"ID_005.1","011.63",9
"ID_005.1","011.7",9
"ID_005.1","011.93",9
"ID_005.1","016.63",9
"ID_005.1","012.16",9
"ID_005.1","016.73",9
"ID_005.1","016.93",9
"ID_005.1","017.01",9
"ID_005.1","A18.2",10
"ID_005.1","012.86",9
"ID_005.1","017.24",9
"ID_005.1","A18.59",10
"ID_005.1","017.34",9
"ID_005.1","A18.85",10
"ID_005.1","017.44",9
"ID_005.1","017.54",9
"ID_005.1","017.64",9
"ID_005.1","013.34",9
"ID_005.1","017.74",9
"ID_005.1","017.84",9
"ID_005.1","017.94",9
"ID_005.1","018.03",9
"ID_005.1","018.83",9
"ID_005.1","018.93",9
"ID_005.1","010.94",9
"ID_005.1",137.1,9
"ID_005.1","A18.1",10
"ID_005.1","013.60",9
"ID_005.1","015.16",9
"ID_005.1","015.26",9
"ID_005.1","011.30",9
"ID_005.1","015.56",9
"ID_005.1","015.66",9
"ID_005.1","015.76",9
"ID_005.1","015.86",9
"ID_005.1","015.96",9
"ID_005.1","016.05",9
"ID_005.1","016.15",9
"ID_005.1","011.71",9
"ID_005.1","016.25",9
"ID_005.1","016.35",9
"ID_005.1","016.45",9
"ID_005.1","011.90",9
"ID_005.1","016.55",9
"ID_005.1","012.13",9
"ID_005.1","A15.9",10
"ID_005.1","012.32",9
"ID_005.1","012.36",9
"ID_005.1","017.11",9
"ID_005.1","012.83",9
"ID_005.1","O98.011",10
"ID_005.1","013.12",9
"ID_005.1","013.22",9
"ID_005.1","013.31",9
"ID_005.1","013.46",9
"ID_005.1","010.05",9
"ID_005.1","013.56",9
"ID_005.1","013.84",9
"ID_005.1","013.94",9
"ID_005.1","010.91",9
"ID_005.1","014.8",9
"ID_005.1","015",9
"ID_005.1","011.10",9
"ID_005.1","015.06",9
"ID_005.1","012.00",9
"ID_005.1","A18.01",10
"ID_005.1","011.25",9
"ID_005.1","011.45",9
"ID_005.1","011.73",9
"ID_005.1","011.85",9
"ID_005.1","012.10",9
"ID_005.1","016.62",9
"ID_005.1","V12.01",9
"ID_005.1","016.72",9
"ID_005.1","016.92",9
"ID_005.1","A18.18",10
"ID_005.1","012.80",9
"ID_005.1","017.23",9
"ID_005.1","017.33",9
"ID_005.1","A18.84",10
"ID_005.1","017.43",9
"ID_005.1","A19.9",10
"ID_005.1","017.53",9
"ID_005.1","017.63",9
"ID_005.1","017.73",9
"ID_005.1","010.02",9
"ID_005.1","017.83",9
"ID_005.1","017.93",9
"ID_005.1","013.61",9
"ID_005.1","018.02",9
"ID_005.1","018.82",9
"ID_005.1","010.86",9
"ID_005.1","018.92",9
"ID_005.1","014.04",9
"ID_005.1","011.05",9
"ID_005.1",137,9
"ID_005.1","012.02",9
"ID_005.1","A18.09",10
"ID_005.1","017.12",9
"ID_005.1","O98.012",10
"ID_005.1","015.15",9
"ID_005.1","011.22",9
"ID_005.1","015.25",9
"ID_005.1","015.55",9
"ID_005.1","015.65",9
"ID_005.1","011.42",9
"ID_005.1","015.75",9
"ID_005.1","015.85",9
"ID_005.1","015.95",9
"ID_005.1","016.04",9
"ID_005.1","B90.9",10
"ID_005.1","016.14",9
"ID_005.1","016.24",9
"ID_005.1","011.75",9
"ID_005.1","016.34",9
"ID_005.1","011.82",9
"ID_005.1","016.44",9
"ID_005.1","016.54",9
"ID_005.1","012.25",9
"ID_005.1","A18.31",10
"ID_005.1","013.0",9
"ID_005.1","013.11",9
"ID_005.1","013.21",9
"ID_005.1","010.0",9
"ID_005.1","013.45",9
"ID_005.1","013.55",9
"ID_005.1","013.83",9
"ID_005.1","010.83",9
"ID_005.1","013.93",9
"ID_005.1","014.01",9
"ID_005.1","011.02",9
"ID_005.1","014.86",9
"ID_005.1","015.05",9
"ID_005.1","012.04",9
"ID_005.1","A18.0",10
"ID_005.1","010.10",9
"ID_005.1","013.62",9
"ID_005.1","011.2",9
"ID_005.1","011.4",9
"ID_005.1","011.62",9
"ID_005.1","011.66",9
"ID_005.1","011.8",9
"ID_005.1","012",9
"ID_005.1","016.71",9
"ID_005.1","A17.0",10
"ID_005.1","012.22",9
"ID_005.1","016.91",9
"ID_005.1","017.05",9
"ID_005.1","A18.17",10
"ID_005.1","017.13",9
"ID_005.1","A18.4",10
"ID_005.1","017.22",9
"ID_005.1","013.01",9
"ID_005.1","O98.013",10
"ID_005.1","017.32",9
"ID_005.1","A18.83",10
"ID_005.1","017.42",9
"ID_005.1","A19.8",10
"ID_005.1","017.52",9
"ID_005.1","017.62",9
"ID_005.1","017.72",9
"ID_005.1","017.82",9
"ID_005.1","017.92",9
"ID_005.1","018.01",9
"ID_005.1","010.80",9
"ID_005.1","018.81",9
"ID_005.1","018.91",9
"ID_005.1","011.0",9
"ID_005.1","Z22.7",10
"ID_005.1","011.50",9
"ID_005.1","012.06",9
"ID_005.1","A15.4",10
"ID_005.1","010.12",9
"ID_005.1",137.4,9
"ID_005.1","011.14",9
"ID_005.1","015.14",9
"ID_005.1","015.24",9
"ID_005.1","015.54",9
"ID_005.1","011.34",9
"ID_005.1","015.64",9
"ID_005.1","015.74",9
"ID_005.1","015.84",9
"ID_005.1","015.94",9
"ID_005.1","016.03",9
"ID_005.1","B90.2",10
"ID_005.1","016.13",9
"ID_005.1","016.23",9
"ID_005.1","016.33",9
"ID_005.1","016.43",9
"ID_005.1","016.53",9
"ID_005.1","011.94",9
"ID_005.1","012.2",9
"ID_005.1","012.31",9
"ID_005.1","017.02",9
"ID_005.1","012.35",9
"ID_005.1","A18.3",10
"ID_005.1","A18.51",10
"ID_005.1","013",9
"ID_005.1","013.03",9
"ID_005.1","013.10",9
"ID_005.1","013.20",9
"ID_005.1","013.35",9
"ID_005.1","013.44",9
"ID_005.1","013.54",9
"ID_005.1","013.63",9
"ID_005.1","013.82",9
"ID_005.1","013.92",9
"ID_005.1",647.3,9
"ID_005.1","010.95",9
"ID_005.1","014.85",9
"ID_005.1","015.04",9
"ID_005.1","011.52",9
"ID_005.1","A18",10
"ID_005.1","017.14",9
"ID_005.1","O98.019",10
"ID_005.1","010.14",9
"ID_005.1","011.31",9
"ID_005.1","011.91",9
"ID_005.1","012.14",9
"ID_005.1","016.70",9
"ID_005.1","A17",10
"ID_005.1","016.90",9
"ID_005.1","017.0",9
"ID_005.1","A18.16",10
"ID_005.1","A18.39",10
"ID_005.1","012.84",9
"ID_005.1","017.21",9
"ID_005.1","017.31",9
"ID_005.1","A18.82",10
"ID_005.1","013.05",9
"ID_005.1","017.41",9
"ID_005.1","A19.2",10
"ID_005.1","017.51",9
"ID_005.1","017.61",9
"ID_005.1","013.32",9
"ID_005.1","017.71",9
"ID_005.1","017.81",9
"ID_005.1","010.06",9
"ID_005.1","017.91",9
"ID_005.1","018.00",9
"ID_005.1","018.80",9
"ID_005.1","018.90",9
"ID_005.1","010.92",9
"ID_005.1","011.11",9
"ID_005.1","011.54",9
"ID_005.1","A17.82",10
"ID_005.1","013.64",9
"ID_005.1","010.16",9
"ID_005.1",647.30,9
"ID_005.1","015.13",9
"ID_005.1","015.23",9
"ID_005.1","011.26",9
"ID_005.1","015.53",9
"ID_005.1","015.63",9
"ID_005.1","015.73",9
"ID_005.1","011.46",9
"ID_005.1","015.83",9
"ID_005.1","015.93",9
"ID_005.1","016.02",9
"ID_005.1","B90.0",10
"ID_005.1","016.12",9
"ID_005.1","016.22",9
"ID_005.1","016.32",9
"ID_005.1","016.42",9
"ID_005.1","011.86",9
"ID_005.1","016.52",9
"ID_005.1","012.11",9
"ID_005.1","A15.7",10
"ID_005.1","012.81",9
"ID_005.1","017.15",9
"ID_005.1","A18.50",10
"ID_005.1","O98.02",10
"ID_005.1","013.1",9
"ID_005.1","013.2",9
"ID_005.1","013.3",9
"ID_005.1","013.43",9
"ID_005.1","010.03",9
"ID_005.1","013.53",9
"ID_005.1","013.81",9
"ID_005.1","013.91",9
"ID_005.1","010.9",9
"ID_005.1","014.05",9
"ID_005.1","014.84",9
"ID_005.1","011.06",9
"ID_005.1","015.03",9
"ID_005.1",137.2,9
"ID_005.1","011.56",9
"ID_005.1","A17.9",10
"ID_005.1","A18.54",10
"ID_005.2","A31.2",10
"ID_005.3","030.8",9
"ID_005.3","A30.1",10
"ID_005.3","030.3",9
"ID_005.3","A30.0",10
"ID_005.3","030.2",9
"ID_005.3","A30",10
"ID_005.3","A30.9",10
"ID_005.3","030.1",9
"ID_005.3","A30.8",10
"ID_005.3","030.0",9
"ID_005.3","A30.5",10
"ID_005.3","B92",10
"ID_005.3","030",9
"ID_005.3","A30.4",10
"ID_005.3","A30.3",10
"ID_005.3","030.9",9
"ID_005.3","A30.2",10
"ID_006","036.4",9
"ID_006","036.81",9
"ID_006","098.35",9
"ID_006","A39.52",10
"ID_006","098.4",9
"ID_006","098.49",9
"ID_006","A54.00",10
"ID_006","A54.1",10
"ID_006","A39.82",10
"ID_006","098",9
"ID_006","A54.31",10
"ID_006","A54.40",10
"ID_006","A54.84",10
"ID_006","036",9
"ID_006","036.40",9
"ID_006","098.7",9
"ID_006","A39.3",10
"ID_006","036.3",9
"ID_006","036.8",9
"ID_006","098.40",9
"ID_006","098.5",9
"ID_006","098.83",9
"ID_006","A54.01",10
"ID_006","A54.2",10
"ID_006","A54.86",10
"ID_006","098.0",9
"ID_006","O98.2",10
"ID_006","A54.41",10
"ID_006","036.41",9
"ID_006","098.8",9
"ID_006","098.85",9
"ID_006","A54.03",10
"ID_006","A39.9",10
"ID_006","098.50",9
"ID_006","O98.211",10
"ID_006","098.1",9
"ID_006","A54.24",10
"ID_006","036.1",9
"ID_006","098.81",9
"ID_006","098.86",9
"ID_006","O98.213",10
"ID_006","098.16",9
"ID_006",647.10,9
"ID_006","A39.53",10
"ID_006","A39.89",10
"ID_006","098.10",9
"ID_006","O98.22",10
"ID_006","A54.33",10
"ID_006","098.33",9
"ID_006","098.53",9
"ID_006","098.82",9
"ID_006",647.12,9
"ID_006","A39.0",10
"ID_006","098.17",9
"ID_006","098.32",9
"ID_006","098.42",9
"ID_006","A39.4",10
"ID_006","098.11",9
"ID_006","A54.02",10
"ID_006",647.14,9
"ID_006","A54.49",10
"ID_006","A54.82",10
"ID_006","A39.84",10
"ID_006","098.14",9
"ID_006","098.59",9
"ID_006","036.42",9
"ID_006","098.19",9
"ID_006","098.43",9
"ID_006","A54.6",10
"ID_006","A39",10
"ID_006","A39.81",10
"ID_006","A54.5",10
"ID_006","A54.83",10
"ID_006","098.15",9
"ID_006","098.6",9
"ID_006","A39.83",10
"ID_006","098.2",9
"ID_006","A54.32",10
"ID_006","A54.8",10
"ID_006","A54.85",10
"ID_006","A39.50",10
"ID_006","A39.8",10
"ID_006","098.41",9
"ID_006","098.84",9
"ID_006","A54.21",10
"ID_006","A54.89",10
"ID_006","098.3",9
"ID_006","O98.21",10
"ID_006","A54.81",10
"ID_006","A39.51",10
"ID_006","A54.23",10
"ID_006","A39.5",10
"ID_006","036.0",9
"ID_006","098.36",9
"ID_006","098.51",9
"ID_006","O98.212",10
"ID_006","A54.22",10
"ID_006","A54.9",10
"ID_006","098.30",9
"ID_006","A54.29",10
"ID_006",647.1,9
"ID_006","A39.2",10
"ID_006","036.2",9
"ID_006","036.43",9
"ID_006","098.89",9
"ID_006","O98.219",10
"ID_006","036.9",9
"ID_006","098.37",9
"ID_006","098.52",9
"ID_006","A54",10
"ID_006",647.11,9
"ID_006","036.82",9
"ID_006","098.31",9
"ID_006","O98.23",10
"ID_006","A54.3",10
"ID_006","A54.39",10
"ID_006","098.34",9
"ID_006",647.13,9
"ID_006","A54.43",10
"ID_006","A39.1",10
"ID_006","098.13",9
"ID_006","098.39",9
"ID_006","A54.0",10
"ID_006","A54.09",10
"ID_006","098.12",9
"ID_006","036.89",9
"ID_006","A54.30",10
"ID_006","A54.4",10
"ID_006.1","A39.2",10
"ID_006.1","036.2",9
"ID_006.1","036.43",9
"ID_006.1","036.9",9
"ID_006.1","036.82",9
"ID_006.1","A39.1",10
"ID_006.1","036.89",9
"ID_006.1","036.4",9
"ID_006.1","036.81",9
"ID_006.1","A39.52",10
"ID_006.1","A39.82",10
"ID_006.1","036.40",9
"ID_006.1","A39.3",10
"ID_006.1","036.3",9
"ID_006.1","036.8",9
"ID_006.1","036.41",9
"ID_006.1","A39.9",10
"ID_006.1","036.1",9
"ID_006.1","A39.53",10
"ID_006.1","A39.89",10
"ID_006.1","A39.0",10
"ID_006.1","A39.4",10
"ID_006.1","A39.84",10
"ID_006.1","036.42",9
"ID_006.1","A39",10
"ID_006.1","A39.81",10
"ID_006.1","A39.83",10
"ID_006.1","A39.50",10
"ID_006.1","A39.8",10
"ID_006.1","A39.51",10
"ID_006.1","A39.5",10
"ID_006.1","036.0",9
"ID_006.2","098.30",9
"ID_006.2","A54.29",10
"ID_006.2",647.1,9
"ID_006.2","098.89",9
"ID_006.2","O98.219",10
"ID_006.2","098.37",9
"ID_006.2","098.52",9
"ID_006.2","A54",10
"ID_006.2",647.11,9
"ID_006.2","098.31",9
"ID_006.2","O98.23",10
"ID_006.2","A54.3",10
"ID_006.2","A54.39",10
"ID_006.2","098.34",9
"ID_006.2",647.13,9
"ID_006.2","A54.43",10
"ID_006.2","098.13",9
"ID_006.2","098.39",9
"ID_006.2","A54.0",10
"ID_006.2","A54.09",10
"ID_006.2","098.12",9
"ID_006.2","A54.30",10
"ID_006.2","A54.4",10
"ID_006.2","098.35",9
"ID_006.2","098.4",9
"ID_006.2","098.49",9
"ID_006.2","A54.00",10
"ID_006.2","A54.1",10
"ID_006.2","098",9
"ID_006.2","A54.31",10
"ID_006.2","A54.40",10
"ID_006.2","A54.84",10
"ID_006.2","098.7",9
"ID_006.2","098.40",9
"ID_006.2","098.5",9
"ID_006.2","098.83",9
"ID_006.2","A54.01",10
"ID_006.2","A54.2",10
"ID_006.2","A54.86",10
"ID_006.2","098.0",9
"ID_006.2","O98.2",10
"ID_006.2","A54.41",10
"ID_006.2","098.8",9
"ID_006.2","098.85",9
"ID_006.2","A54.03",10
"ID_006.2","098.50",9
"ID_006.2","O98.211",10
"ID_006.2","098.1",9
"ID_006.2","A54.24",10
"ID_006.2","098.81",9
"ID_006.2","098.86",9
"ID_006.2","O98.213",10
"ID_006.2","098.16",9
"ID_006.2",647.10,9
"ID_006.2","098.10",9
"ID_006.2","O98.22",10
"ID_006.2","A54.33",10
"ID_006.2","098.33",9
"ID_006.2","098.53",9
"ID_006.2","098.82",9
"ID_006.2",647.12,9
"ID_006.2","098.17",9
"ID_006.2","098.32",9
"ID_006.2","098.42",9
"ID_006.2","098.11",9
"ID_006.2","A54.02",10
"ID_006.2",647.14,9
"ID_006.2","A54.49",10
"ID_006.2","A54.82",10
"ID_006.2","098.14",9
"ID_006.2","098.59",9
"ID_006.2","098.19",9
"ID_006.2","098.43",9
"ID_006.2","A54.6",10
"ID_006.2","A54.5",10
"ID_006.2","A54.83",10
"ID_006.2","098.15",9
"ID_006.2","098.6",9
"ID_006.2","098.2",9
"ID_006.2","A54.32",10
"ID_006.2","A54.8",10
"ID_006.2","A54.85",10
"ID_006.2","098.41",9
"ID_006.2","098.84",9
"ID_006.2","A54.21",10
"ID_006.2","A54.89",10
"ID_006.2","098.3",9
"ID_006.2","O98.21",10
"ID_006.2","A54.81",10
"ID_006.2","A54.23",10
"ID_006.2","098.36",9
"ID_006.2","098.51",9
"ID_006.2","O98.212",10
"ID_006.2","A54.22",10
"ID_006.2","A54.9",10
"ID_007","J20.1",10
"ID_007","A48.4",10
"ID_007",320.0,9
"ID_007","099.0",9
"ID_007","A57",10
"ID_007","A41.3",10
"ID_007","A49.2",10
"ID_007","G00.0",10
"ID_007","B96.3",10
"ID_007","041.5",9
"ID_007","038.41",9
"ID_007","J14",10
"ID_007",482.2,9
"ID_007.1","J20.1",10
"ID_007.1","A48.4",10
"ID_007.1","A41.3",10
"ID_007.1","A49.2",10
"ID_007.1","B96.3",10
"ID_007.1","041.5",9
"ID_007.1","038.41",9
"ID_007.1","J14",10
"ID_007.1",482.2,9
"ID_007.2","099.0",9
"ID_007.2","A57",10
"ID_008","041.86",9
"ID_008","B96.81",10
"ID_009","P23.5",10
"ID_009","038.43",9
"ID_009","B96.5",10
"ID_009","041.7",9
"ID_009","A41.52",10
"ID_009",482.1,9
"ID_009","008.42",9
"ID_009","J15.1",10
"ID_010","A36.84",10
"ID_010","032.1",9
"ID_010","A36",10
"ID_010","032.81",9
"ID_010","032.85",9
"ID_010","L08.1",10
"ID_010","A36.89",10
"ID_010","032.0",9
"ID_010","032.82",9
"ID_010","032",9
"ID_010","032.9",9
"ID_010","A36.3",10
"ID_010","A36.85",10
"ID_010","032.8",9
"ID_010","032.89",9
"ID_010","A36.2",10
"ID_010","A36.9",10
"ID_010","032.83",9
"ID_010","A36.81",10
"ID_010","A36.8",10
"ID_010","A36.86",10
"ID_010","032.3",9
"ID_010","A36.1",10
"ID_010","A36.83",10
"ID_010","032.2",9
"ID_010","032.84",9
"ID_010","A36.82",10
"ID_010","A36.0",10
"ID_010.1","032.2",9
"ID_010.1","032.84",9
"ID_010.1","A36.82",10
"ID_010.1","A36.0",10
"ID_010.1","A36.84",10
"ID_010.1","032.1",9
"ID_010.1","A36",10
"ID_010.1","032.81",9
"ID_010.1","032.85",9
"ID_010.1","A36.89",10
"ID_010.1","032.0",9
"ID_010.1","032.82",9
"ID_010.1","032",9
"ID_010.1","032.9",9
"ID_010.1","A36.3",10
"ID_010.1","A36.85",10
"ID_010.1","032.89",9
"ID_010.1","A36.2",10
"ID_010.1","A36.9",10
"ID_010.1","032.83",9
"ID_010.1","A36.81",10
"ID_010.1","A36.8",10
"ID_010.1","A36.86",10
"ID_010.1","032.3",9
"ID_010.1","A36.1",10
"ID_010.1","A36.83",10
"ID_011","B96.1",10
"ID_011",482.0,9
"ID_011","099.2",9
"ID_011","A58",10
"ID_011","041.3",9
"ID_011","J15.0",10
"ID_011","040.1",9
"ID_012","B96.4",10
"ID_012","041.6",9
"ID_012","008.3",9
"ID_013","A49.3",10
"ID_013","041.81",9
"ID_013","J15.7",10
"ID_013","B96.0",10
"ID_013",483.0,9
"ID_013","J20.0",10
"ID_014","B96.6",10
"ID_014","041.82",9
"ID_015",771.3,9
"ID_015","A48.52",10
"ID_015","008.45",9
"ID_015","A04.71",10
"ID_015","A05.2",10
"ID_015","005.1",9
"ID_015","B96.7",10
"ID_015","A35",10
"ID_015","040.41",9
"ID_015","005.2",9
"ID_015","A48.0",10
"ID_015","041.83",9
"ID_015","005.3",9
"ID_015","040.4",9
"ID_015","A04.7",10
"ID_015","A04.72",10
"ID_015","A33",10
"ID_015","037",9
"ID_015","040.42",9
"ID_015","A48.51",10
"ID_015","A34",10
"ID_015","A48.5",10
"ID_015","A05.1",10
"ID_015","040.0",9
"ID_015.1","A05.2",10
"ID_015.1","B96.7",10
"ID_015.1","005.2",9
"ID_015.1","041.83",9
"ID_015.2","008.45",9
"ID_015.2","A04.71",10
"ID_015.2","A04.7",10
"ID_015.2","A04.72",10
"ID_015.3","040.42",9
"ID_015.3","A48.51",10
"ID_015.3","A48.5",10
"ID_015.3","A05.1",10
"ID_015.3","A48.52",10
"ID_015.3","040.41",9
"ID_015.3","040.4",9
"ID_016",139.1,9
"ID_016","B94.0",10
"ID_016","A56.01",10
"ID_016","A56.4",10
"ID_016","099.53",9
"ID_016","A56.09",10
"ID_016","A74.9",10
"ID_016","079.88",9
"ID_016","A71",10
"ID_016","A56.1",10
"ID_016","A56.8",10
"ID_016","A74.0",10
"ID_016","099.54",9
"ID_016","078.88",9
"ID_016","A71.0",10
"ID_016","099.1",9
"ID_016","A56.11",10
"ID_016","A70",10
"ID_016","099.55",9
"ID_016","A71.1",10
"ID_016","A56.02",10
"ID_016","J16.0",10
"ID_016","A74.81",10
"ID_016","099.56",9
"ID_016","073.9",9
"ID_016","A71.9",10
"ID_016","076",9
"ID_016","A74.89",10
"ID_016","099.59",9
"ID_016",483.1,9
"ID_016","A74",10
"ID_016","073.8",9
"ID_016","076.0",9
"ID_016","077.98",9
"ID_016","P23.1",10
"ID_016","076.1",9
"ID_016","073.7",9
"ID_016","079.98",9
"ID_016","077.0",9
"ID_016","A74.8",10
"ID_016","099.5",9
"ID_016","076.9",9
"ID_016","073.0",9
"ID_016","A56.19",10
"ID_016","099.50",9
"ID_016","A56.0",10
"ID_016","A55",10
"ID_016","A56.2",10
"ID_016","073",9
"ID_016","099.51",9
"ID_016","A56.00",10
"ID_016","099.41",9
"ID_016","A56",10
"ID_016","A56.3",10
"ID_016","099.52",9
"ID_016.1","A56.19",10
"ID_016.1","099.50",9
"ID_016.1","A56.0",10
"ID_016.1","A55",10
"ID_016.1","A56.2",10
"ID_016.1","099.51",9
"ID_016.1","A56.00",10
"ID_016.1","099.41",9
"ID_016.1","A56.3",10
"ID_016.1","099.52",9
"ID_016.1",139.1,9
"ID_016.1","B94.0",10
"ID_016.1","A56.01",10
"ID_016.1","A56.4",10
"ID_016.1","099.53",9
"ID_016.1","A56.09",10
"ID_016.1","A71",10
"ID_016.1","A56.1",10
"ID_016.1","A56.8",10
"ID_016.1","A74.0",10
"ID_016.1","099.54",9
"ID_016.1","A71.0",10
"ID_016.1","099.1",9
"ID_016.1","A56.11",10
"ID_016.1","099.55",9
"ID_016.1","A71.1",10
"ID_016.1","A56.02",10
"ID_016.1","099.56",9
"ID_016.1","A71.9",10
"ID_016.1","076",9
"ID_016.1","099.59",9
"ID_016.1","076.0",9
"ID_016.1","076.1",9
"ID_016.1","077.0",9
"ID_016.1","099.5",9
"ID_016.1","076.9",9
"ID_016.2","073",9
"ID_016.2","A70",10
"ID_016.2","073.9",9
"ID_016.2","073.8",9
"ID_016.2","073.7",9
"ID_016.2","073.0",9
"ID_017","083.1",9
"ID_017","A44.9",10
"ID_017","A44.0",10
"ID_017","078.3",9
"ID_017","A79.0",10
"ID_017","A44.8",10
"ID_017","A44",10
"ID_017","088.0",9
"ID_017","A44.1",10
"ID_017","A28.1",10
"ID_018","038.44",9
"ID_018","A41.53",10
"ID_019","094.3",9
"ID_019","A66",10
"ID_019","095.5",9
"ID_019","A52.76",10
"ID_019","090.7",9
"ID_019","O98.113",10
"ID_019","A52.2",10
"ID_019","091.2",9
"ID_019","094.0",9
"ID_019",102.2,9
"ID_019",103,9
"ID_019","A51.45",10
"ID_019","093.0",9
"ID_019","094.8",9
"ID_019","095.6",9
"ID_019","A66.8",10
"ID_019","A50.06",10
"ID_019","A50.31",10
"ID_019","A50.43",10
"ID_019","A50.54",10
"ID_019","A51",10
"ID_019","O98.12",10
"ID_019","A52.77",10
"ID_019","090",9
"ID_019","A66.6",10
"ID_019","097",9
"ID_019","A50.04",10
"ID_019","A51.42",10
"ID_019","A52.02",10
"ID_019","A52.3",10
"ID_019","090.4",9
"ID_019",647.00,9
"ID_019","090.6",9
"ID_019","091.3",9
"ID_019","094.1",9
"ID_019","090.49",9
"ID_019","094.81",9
"ID_019","095.1",9
"ID_019","095.7",9
"ID_019",102.1,9
"ID_019","A51.0",10
"ID_019",102.9,9
"ID_019","A51.39",10
"ID_019","A52.78",10
"ID_019",647.02,9
"ID_019","A66.7",10
"ID_019","097.0",9
"ID_019","A67.9",10
"ID_019","A50.05",10
"ID_019","A50.30",10
"ID_019","A50.53",10
"ID_019","A50.9",10
"ID_019","A52.03",10
"ID_019","A52.7",10
"ID_019","090.40",9
"ID_019","091.4",9
"ID_019","093.20",9
"ID_019","093.82",9
"ID_019","094.2",9
"ID_019","094.83",9
"ID_019","A66.5",10
"ID_019","A50.03",10
"ID_019","090.5",9
"ID_019",647.04,9
"ID_019","095.2",9
"ID_019","095.8",9
"ID_019","A51.1",10
"ID_019","A51.4",10
"ID_019","A52.79",10
"ID_019",102.0,9
"ID_019",102.8,9
"ID_019","A52.16",10
"ID_019","A52.71",10
